code	value_en	synonyms	description_en	parents	codesystem	description_code
8522.3	Infiltrating duct and lobular carcinoma (C50._)	Lobular and ductal carcinoma (C50._)|Infiltrating duct and lobular carcinoma in situ (C50._)|Intraductal and lobular carcinoma (C50._)|Infiltrating lobular carcinoma and ductal carcinoma in situ (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8522.3
8502.3	Secretory carcinoma of breast (C50._)	Juvenile carcinoma of breast (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8502.3
8410.0	Sebaceous adenoma (C44._)	Sebaceous epithelioma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8410.0
8083.3	Basaloid squamous cell carcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8083.3
9989.3	Myelodysplastic syndrome, NOS	Myelodysplastic syndrome, unclassifiable|Preleukemic syndrome [obs]|Preleukaemia [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9989.3
8250.3	Bronchiolo-alveolar adenocarcinoma, NOS (C34._)	Bronchiolar adenocarcinoma (C34._)|Bronchiolo-alveolar carcinoma, NOS (C34._)|Bronchiolar carcinoma (C34._)|Alveolar cell carcinoma (C34._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8250.3
8230.3	Solid carcinoma, NOS	Solid adenocarcinoma with mucin formation|Solid carcinoma with mucin formation			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8230.3
9870.3	Acute basophilic leukaemia	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9870.3
8070.6	Squamous cell carcinoma, metastatic, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8070.6
9340.0	Calcifying epithelial odontogenic tumor	Pindborg tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9340.0
9768.1	T-gamma lymphoproliferative disease	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9768.1
9492.0	Gangliocytoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9492.0
8990.3	Mesenchymoma, malignant	Mixed mesenchymal sarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8990.3
9898.3	Myeloid leukemia associated with Down Syndrome	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9898.3
8460.0	Papillary serous cystadenoma, NOS (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8460.0
8280.3	Acidophil carcinoma (C75.1)	Acidophil adenocarcinoma (C75.1)|Eosinophil carcinoma (C75.1)|Eosinophil adenocarcinoma (C75.1)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8280.3
8850.0	Lipoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8850.0
9731.3	Plasmacytoma, NOS	Plasmacytoma of bone (C40._, C41._)|Solitary plasmacytoma|Solitary myeloma|Plasma cell tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9731.3
8683.0	Gangliocytic paraganglioma (C17.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8683.0
8851.3	Lipoarcoma, well differentiated	Liposarcoma, differentiated|Lipoma-like liposarcoma|Sclerosing liposarcoma|Inflammatory liposarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8851.3
9836.3	Precursor B-cell lymphoblastic leukemia (see also M-9728/3)	Pro-B ALL|Pre-pre-B ALL|Common ALL|c-ALL|Common precursor B ALL|Pre-B ALL			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9836.3
8110.0	Pilomatrixoma, NOS (C44._)	Pilomatricoma, NOS (C44._)|Calcifying epithelioma of Malherbe (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8110.0
8384.3	Adenocarcinoma, endocervical type	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8384.3
8200.0	Eccrine dermal cylindroma (C44._)	Cylindroma of skin (C44._)|Turban tumor (C44.4)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8200.0
9193.3	Periosteal osteosarcoma (C40._,C41._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9193.3
9835.3	Precursor cell lymphoblastic leukemia, NOS (see also M-9727/3)	Acute lymphatic leukemia|FAB Ll [obs]|Acute lymphoid leukemia|Acute lymphoblastic leukemia, precursorcell type|FAB L2|Acute lymphoblastic leukemia, L2 type, NOS|Acute lymphoblastic leukemia-lymphoma, NOS|Precursor cell lymphoblastic leukemia, not phenotyped|Lymphoblastic leukemia, NOS|Acute lymphocytic leukemia|Acute lymphoblastic leukemia, NOS (see also M-9727/3)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9835.3
8900.3	Rhabdomyosarcoma, NOS	Rhabdosarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8900.3
8020.3	Carcinoma, undifferentiated, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8020.3
8245.1	Tubular carcinoid	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8245.1
8340.3	Papillary carcinoma, follicular variant (C73.9)	Papillary and follicular carcinoma (C73.9)|Papillary adenocarcinoma, follicular variant (C73.9)|Papillary and follicular adenocarcinoma (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8340.3
8320.3	Granular cell carcinoma	Granular cell adenocarcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8320.3
9808.3	Mixed phenotype acute leukemia, B/myeloid, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9808.3
8508.3	Cystic hypersecretory carcinoma (C50._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8508.3
8140.6	Adenocarcinoma, metastatic, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8140.6
8005.0	Clear cell tumor, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8005.0
8520.2	Lobular carcinoma in situ, NOS (C50._)	LCIS, NOS (C50._)|Lobular carcinoma, noninfiltrating (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8520.2
8500.2	Intraductal carcinoma, noninfiltrating, NOS	Ductal intraepithelial neoplasia 3 (C50._)|Intraductal adenocarcinoma, noninfiltrating, NOS|DIN 3 (C50._)|Intraductal carcinoma, NOS|DCIS, NOS (C50._)|Ductal carcinoma in situ, NOS (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8500.2
9688.3	T-cell rich large B-cell lymphoma	T-cell rich/histiocyte-rich large B-cell lymphoma|Histiocyte-rich large B-cell lymphoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9688.3
9562.0	Neurothekeoma	Nerve sheath myxoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9562.0
8144.3	Adenocarcinoma, intestinal type (C16._)	Carcinoma, intestinal type (C16._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8144.3
9764.3	Immunoproliferative small intestinal disease (C17._)	Mediterranean lymphoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9764.3
9082.3	Malignant teratoma, undifferentiated	Malignant teratoma, anaplastic			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9082.3
8550.0	Acinar cell adenoma	Acinar adenoma|Acinic cell adenoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8550.0
9020.1	Phyllodes tumor, borderline (C50._)	Cystosarcoma phyllodes, NOS (C50._)|Phyllodes tumor, NOS (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9020.1
9000.1	Brenner tumor, borderline malignancy (C56.9)	Brenner tumor, proliferating (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9000.1
9717.3	Intestinal T-cell lymphoma	Enteropathy type intestinal T-cell lymphoma|Enteropathy associated T-cell lymphoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9717.3
9290.0	Ameloblastic fibro-odontoma	Fibroameloblastic odontoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9290.0
9472.3	Medullomyoblastoma (C71.6)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9472.3
8370.3	Adrenal cortical carcinoma (C74.0)	Adrenal cortical tumor, malignant (C74.0)|Adrenal cortical adenocarcinoma (C74.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8370.3
9521.3	Olfactory neurocytoma (C30.0)	Esthesioneurocytoma (C30.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9521.3
8940.0	Pleomorphic adenoma	Mixed tumor, NOS|Mixed tumor, salivary gland type, NOS (C07._, C08._)|Chondroid syringoma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8940.0
8762.1	Proliferative dermal lesion in congenital nevus (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8762.1
9262.0	Ossifying fibroma	Osteofibroma|Fibro-osteoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9262.0
8780.3	Blue nevus, malignant (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8780.3
8201.3	Cribriform carcinoma, NOS	Ductal carcinoma, cribriform type (C50._)|Adenocarcinoma, cribriform comedo-type (C18._, C19.9, C20.9)|Cribriform comedo-type carcinoma (C18._, C19.9, C20.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8201.3
9654.3	Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis	Classical Hodggkin lymphoma, lymphocyte depletion, diffuse fibrosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9654.3
8034.3	Polygonal cell carcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8034.3
9507.0	Pacinian tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9507.0
8858.3	Dedifferentiated liposarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8858.3
8140.0	Adenoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8140.0
8160.0	Bile duct adenoma (C22.1, C24.0)	Cholangioma (C22.1, C24.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8160.0
9384.1	Subependymal giant cell astrocytoma (C71._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9384.1
9962.3	Essential thrombocythemia	Idiopathic hemorrhagic thrombocythaemia|Idiopathic thrombocythemia|Essential hemorrhagic thrombocythaemia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9962.3
8175.3	Hepatocellular carcinoma, pleomorphic type (C22.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8175.3
8960.1	Mesoblastic nephroma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8960.1
8585.3	Thymoma, type B3, malignant (C37.9)	Thymoma, epithelial, malignant (C37.9)|Well differentiated thymic carcinoma (C37.9)|Thymoma, atypical, malignant (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8585.3
9534.0	Angiomatous meningioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9534.0
9161.1	Haemangioblastoma	Angioblastoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9161.1
9411.3	Gemistocytic astrocytoma (C71._)	Gemistocytoma (C71._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9411.3
8671.0	Adrenal rest tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8671.0
8081.2	Bowen disease (C44._)	Intraepidermal squamous cell carcinoma, Bowen type (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8081.2
8670.3	Steroid cell tumor, malignant	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8670.3
9172.0	Cavernous lymphangioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9172.0
8551.3	Acinar cell cystadenocarcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8551.3
9040.3	Synovial sarcoma, NOS	Synovioma, malignant|Synovioma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9040.3
8580.0	Thymoma, benign (C37.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8580.0
8581.1	Thymoma, type A, NOS (C37.9)	Thymoma, spindle cell, NOS (C37.9)|Thymoma, medullary, NOS (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8581.1
8215.3	Adenocarcinoma of anal glands (C21.1)	Adenocarcinoma of anal ducts (C21.1)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8215.3
9508.3	Atypical teratoid/rhabdoid tumor (C71._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9508.3
8523.3	Infiltrating duct mixed with other types of carcinoma (C50._)	Infiltrating duct and tubular carcinoma (C50._)|Infiltrating duct and cribriform carcinoma (C50._)|Infiltrating duct and mucinous carcinoma (C50._)|Infiltrating duct and colloid carcinoma (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8523.3
8503.3	Intraductal papillary adenocarcinoma with invasion (C50._)	Infiltrating papillary adenocarcinoma|Infiltrating and papillary adenocarcinoma|Intracystic papillary neoplasm with associated invasive carcinoma (C23.9)|Intraductal papillary neoplasm with associated invasive carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8503.3
8161.3	Bile duct cystadenocarcinoma (C22.1, C24.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8161.3
8711.0	Glomus tumor, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8711.0
9538.1	Clear cell meningioma	Chordoid meningioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9538.1
9110.0	Mesonephroma, benign	Mesonephric adenoma|Wolffian duct adenoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9110.0
9871.3	Acute myeloid leukemia with abnormal marrow eosinophils (includes all variants)	"Acute myeloid leukaemia, inv(16)(p13;q22)|Acute myelomonocytic leukemia with abnormal eosinophils|Acute myeloid leukemia, t(16;16)(p 13;q 11)|Acute myeloid leukemia, CBF-beta/MYH11|FAB M4Eo"			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9871.3
8264.0	Papillomatosis, glandular	Biliary papillomatosis (C22.1, C24.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8264.0
8507.2	Intraductal micropapillary carcinoma (C50._)	Ductal carcinoma in situ, micropapillary (C50._)|Intraductal carcinoma, clinging (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8507.2
8084.3	Squamous cell carcinoma, clear cell type	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8084.3
8746.3	Mucosal lentiginous melanoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8746.3
9174.1	Lymphangiomyomatosis	Lymphangioleiomyomatosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9174.1
9550.0	Plexiform neurofibroma	Plexiform neuroma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9550.0
9370.3	Chordoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9370.3
8991.3	Embryonal sarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8991.3
9390.3	Choroid plexus carcinoma (C71.5)	Choroid plexus papilloma, malignant (C71.5)|Choroid plexus papilloma, anaplastic (C71.5)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9390.3
8124.3	Cloacogenic carcinoma (C21.2)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8124.3
8265.3	Micropapillary carcinoma, NOS (C18._, C19.9, C20.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8265.3
9493.0	Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos) (C71.6)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9493.0
8462.1	Serous papillary cystic tumor of borderline malignancy (C56.9)	Papillary serous tumor of low malignant potential (C56.9)|Atypical proliferative papillary serous tumor (C56.9)|Papillary serous cystadenoma, borderline malignancy (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8462.1
8442.1	Serous cystadenoma, borderline malignancy (C56.9)	Serous tumor, NOS, of low malignant potential (C56.9)|Atypical proliferating serous tumor (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8442.1
8050.3	Papillary carcinoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8050.3
8070.3	Squamous cell carcinoma, NOS	Squamous carcinoma|Squamous cell epithelioma|Epidermoid carcinoma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8070.3
9975.3	Myloproliferative neoplasm, unclassifiable	Myelodysplastic/myeloproliferative neoplasm, unclassifiable			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9975.3
9501.3	Medulloepithelioma, NOS	Diktyoma, malignant (C69._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9501.3
8460.3	Papillary serous cystadenocarcinoma (C56.9)	Papillary serous adenocarcinoma (C56.9)|Micropapillary serous carcinoma (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8460.3
8963.3	Malignant rhabdoid tumor	Rhabdoid sarcoma|Rhabdoid tumor, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8963.3
9948.3	Aggressive NK-cell leukaemia	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9948.3
8096.0	Intraepidermal epithelioma of Jadassohn (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8096.0
9251.1	Giant cell tumor of soft parts, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9251.1
8098.3	Adenoid basal carcinoma (C53._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8098.3
8174.3	Hepatocellular carcinoma, clear cell type (C22.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8174.3
9412.1	Desmoplastic infantile astrocytoma (C71._)	Desmoplastic infantile ganglioglioma (C71._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9412.1
9123.0	Racemose hemangioma	Arteriovenous hemangioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9123.0
8400.1	Sweat gland tumor, NOS (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8400.1
8005.3	Malignant tumor, clear cell type	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8005.3
9110.3	Mesonephroma, malignant	Mesonephric adenocarcinoma|Mesonephroma, NOS|Wolffian duct carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9110.3
8080.2	Queyrat erythroplasia (C60._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8080.2
8670.0	Lipid cell tumor of ovary (C56.9)	Lipoid cell tumor of ovary (C56.9)|Steroid cell tumor, NOS|Masculinovoblastoma (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8670.0
8584.3	Thymoma, type B2, malignant (C37.9)	Thymoma, cortical, malignant (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8584.3
9410.3	Protoplasmic astrocytoma (C71._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9410.3
8490.3	Signet ring cell carcinoma	Signet ring cell adenocarcinoma|Poorly cohesive carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8490.3
9533.0	Psammomatous meningioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9533.0
8010.9	Carcinomatosis	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8010.9
9064.2	Intratubular malignant germ cells (C62._)	Intratubular germ cell neoplasia (C62._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9064.2
8334.0	Macrofollicular adenoma (C73.9)	Colloid adenoma (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8334.0
8623.1	Sex cord tumor with annular tubules (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8623.1
9383.1	Subependymoma (C71._)	Subependymal glioma (C71._)|Subependymal astrocytoma, NOS (C71._)|Mixed subependymoma-ependymoma (C71._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9383.1
8052.2	Papillary squamous cell carcinoma, non-invasive	Papillary squamous cell carcinoma in situ			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8052.2
9961.3	Primary myelofibrosis	Megakaryocytic myelosclerosis|Myelosclerosis with myeloid metaplasia|Myelofibrosis with myeloid metaplasia|Chronic idiopathic myelofibrosis|Myelofibrosis as a result of myeloproliferative disease|Agnogenic myeloid metaplasia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9961.3
8341.3	Papillary microcarcinoma (C73.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8341.3
9769.1	Immunoglobulin deposition disease	Systemic light chain disease|Primary amyloidosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9769.1
9523.3	Olfactory neuroepithelioma (C30.0)	Esthesioneuroepithelioma (C30.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9523.3
9020.3	Phyllodes tumor, malignant (C50._)	Cystosarcoma phyllodes, malignant (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9020.3
8280.0	Acidophil adenoma (C75.1)	Eosinophil adenoma (C75.1)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8280.0
9823.3	B-cell lymphocytic leukemia/small lymphocytic lymphoma (see also M-9670/3)	Chronic lymphoid leukemia|Chronic lymphocytic leukemia|Chronic lymphocytic leukemia, B-cell type (includes all variants of BCLL)|Chronic lymphatic leukemia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9823.3
8147.3	Basal cell adenocarcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8147.3
8522.2	Intraductal carcinoma and lobular carcinoma in situ (C50._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8522.2
8811.3	Fibromyxosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8811.3
9571.3	Perineurioma, malignant	Perineural MPNST			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9571.3
9084.3	Teratoma with malignant transformation	Dermoid cyst with secondary tumor|Dermoid cyst with malignant transformation (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9084.3
