code	value_en	synonyms	description_en	codesystem	description_code	parents
HP_0010260	Enlarged epiphyses of the middle phalanges of the hand	Enlarged end part of the middle hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010244,http://purl.obolibrary.org/obo/HP_0010231	HP_0010244,HP_0010231
HP_0010261	Fragmentation of the epiphyses of the middle phalanges of the hand	Fragmentation of the end part of the middle hand bones	Fragmented appearance of the epiphyses of the middle phalanges of the hand.	HPO	http://purl.obolibrary.org/obo/HP_0010244,http://purl.obolibrary.org/obo/HP_0010232	HP_0010244,HP_0010232
HP_0010026	Aplasia/Hypoplasia of the 1st metacarpal	Absent/underdeveloped 1st long bone of hand,Absent/small 1st long bone of hand	Aplasia or Hypoplasia affecting the 1st metacarpal. In contrast to the metacarpals 2-5, the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the digits 2-5 (whereas the proximal phalanx of the thumb is equivalent to the middle phalanges of the other digits).	HPO	http://purl.obolibrary.org/obo/HP_0010009,http://purl.obolibrary.org/obo/HP_0005914,http://purl.obolibrary.org/obo/HP_0009658	HP_0010009,HP_0005914,HP_0009658
HP_0010268	Absent epiphyses of the proximal phalanges of the hand	Absent end part of the innermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010228	HP_0010245,HP_0010228
HP_0010027	Broad 1st metacarpal	Wide 1st long bone of hand	Increased width of the 1st metacarpal. In contrast to the proximal phalanges of the digits 2-5, the proximal phalanx of the thumb is embryologically equivalent to the middle phalanges of the other digits, whereas the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the other digits.	HPO	http://purl.obolibrary.org/obo/HP_0010009,http://purl.obolibrary.org/obo/HP_0001230,http://purl.obolibrary.org/obo/HP_0009852	HP_0010009,HP_0001230,HP_0009852
HP_0010269	Bracket epiphyses of the proximal phalanges of the hand	Bracket shaped end part of the innermost hand bones	An abnormality of the proximal phalanges of the hand in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010229	HP_0010245,HP_0010229
HP_0010024	Epiphyseal stippling of the first metacarpal	Stippling of the epiphysis of the 1st metacarpal,Speckled calcifications in the end part of the first long bone of hand	The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of the first metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0009195,http://purl.obolibrary.org/obo/HP_0010014,http://purl.obolibrary.org/obo/HP_0010277	HP_0009195,HP_0010014,HP_0010277
HP_0010266	Stippling of the epiphyses of the middle phalanges of the hand	Speckled calcifications in the end part of the middle hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010244,http://purl.obolibrary.org/obo/HP_0010237	HP_0010244,HP_0010237
HP_0010025	Triangular epiphysis of the 1st metacarpal	Triangular end part of the 1st long bone of hand	NA	HPO	http://purl.obolibrary.org/obo/HP_0010014,http://purl.obolibrary.org/obo/HP_0009171,http://purl.obolibrary.org/obo/HP_0009696	HP_0010014,HP_0009171,HP_0009696
HP_0010267	Triangular epiphyses of the middle phalanges of the hand	Triangular end part of the middle hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010238,http://purl.obolibrary.org/obo/HP_0010244	HP_0010238,HP_0010244
HP_0010022	Pseudoepiphysis of the 1st metacarpal	NA	The epiphysis of the first metacarpal is localized at the proximal end of the metacarpal bone although an accessory epiphysis may be located at the distal end of the metacarpal.,This feature can be seen for example in Holt-Oram Syndrome.	HPO	http://purl.obolibrary.org/obo/HP_0010275,http://purl.obolibrary.org/obo/HP_0010014,http://purl.obolibrary.org/obo/HP_0009193	HP_0010275,HP_0010014,HP_0009193
HP_0010264	Pseudoepiphyses of the middle phalanges of the hand	NA	A secondary ossification center in the middle phalanges of the hand that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.	HPO	http://purl.obolibrary.org/obo/HP_0010235,http://purl.obolibrary.org/obo/HP_0010244	HP_0010235,HP_0010244
HP_0010023	Small epiphysis of the 1st metacarpal	Small end part of the 1st long bone of hand	Abnormally small size of the epiphysis of the 1st metacarpal with respect to age-dependent norms.	HPO	http://purl.obolibrary.org/obo/HP_0010276,http://purl.obolibrary.org/obo/HP_0009194,http://purl.obolibrary.org/obo/HP_0010014	HP_0010276,HP_0009194,HP_0010014
HP_0010265	Small epiphyses of the middle phalanges of the hand	Small end part of the middle hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010244,http://purl.obolibrary.org/obo/HP_0010236	HP_0010244,HP_0010236
HP_0010020	Irregular epiphysis of the 1st metacarpal	Irregular end part of the 1st long bone of hand	Uneven radiographic opacity of the epiphysis of the 1st metacarpal.	HPO	http://purl.obolibrary.org/obo/HP_0010014,http://purl.obolibrary.org/obo/HP_0009190,http://purl.obolibrary.org/obo/HP_0010273	HP_0010014,HP_0009190,HP_0010273
HP_0010262	Irregular epiphyses of the middle phalanges of the hand	Irregular end part of middle hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010244,http://purl.obolibrary.org/obo/HP_0010233	HP_0010244,HP_0010233
HP_0010021	Ivory epiphysis of the 1st metacarpal	Increased bone density of end part of the 1st long bone of hand	The epiphysis of the 1st metacarpal are hard and dense like ivory. Such an epiphysis has a uniformly dense appearance on radiographs.	HPO	http://purl.obolibrary.org/obo/HP_0009191,http://purl.obolibrary.org/obo/HP_0010274,http://purl.obolibrary.org/obo/HP_0010014	HP_0009191,HP_0010274,HP_0010014
HP_0010263	Ivory epiphyses of the middle phalanges of the hand	Increased bone density of end part of the middle hand bones	Epiphyses of the middle phalanges of the hand are hard and dense like ivory. Such an epiphysis has a uniformly dense appearance on radiographs.	HPO	http://purl.obolibrary.org/obo/HP_0010234,http://purl.obolibrary.org/obo/HP_0010244,http://purl.obolibrary.org/obo/HP_0100916	HP_0010234,HP_0010244,HP_0100916
HP_0010019	Fragmentation of the epiphysis of the 1st metacarpal	Fragmentation of the end part of the 1st long bone of hand	Epiphysis of the 1st metacarpal having multiple bony fragments.	HPO	http://purl.obolibrary.org/obo/HP_0009189,http://purl.obolibrary.org/obo/HP_0010272,http://purl.obolibrary.org/obo/HP_0010014	HP_0009189,HP_0010272,HP_0010014
HP_0010017	Cone-shaped epiphysis of the 1st metacarpal	Cone-shaped end part of the 1st long bone of hand	A cone-shaped appearance of the epiphysis of the 1st metacarpal, producing a 'ball-in-a-socket' appearance.	HPO	http://purl.obolibrary.org/obo/HP_0006059,http://purl.obolibrary.org/obo/HP_0010014,http://purl.obolibrary.org/obo/HP_0010270	HP_0006059,HP_0010014,HP_0010270
HP_0010259	Cone-shaped epiphyses of the middle phalanges of the hand	Cone-shaped end part of the middle hand bones,Cone-shaped epiphyses of middle phalanges	NA	HPO	http://purl.obolibrary.org/obo/HP_0010244,http://purl.obolibrary.org/obo/HP_0010230	HP_0010244,HP_0010230
HP_0010018	Enlarged epiphysis of the 1st metacarpal	Enlarged end part of the 1st long bone of hand	Abnormally large size of the epiphyses of the 1st metacarpal with respect to age-dependent norms.	HPO	http://purl.obolibrary.org/obo/HP_0010271,http://purl.obolibrary.org/obo/HP_0006134,http://purl.obolibrary.org/obo/HP_0010014	HP_0010271,HP_0006134,HP_0010014
HP_0010491	Digital constriction ring	Amniotic constriction rings of digits	A narrow segment of significantly reduced circumference of a digit.,The description should specify the hand and digit that is affected and the approximate location of the band relative to the phalanges. It may be described as partial, if it does not involve the entire circumference of the digit.	HPO	http://purl.obolibrary.org/obo/HP_0009775	HP_0009775
HP_0010250	Fragmentation of the epiphyses of the distal phalanges of the hand	Fragmentation of the end part of the outermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010243,http://purl.obolibrary.org/obo/HP_0010232	HP_0010243,HP_0010232
HP_0010492	Osseous finger syndactyly	Osseous syndactyly of the fingers	"Webbing or fusion of the fingers, involving soft parts and including fusion of individual finger bones. Bony fusions are referred to as ""bony"" Syndactyly if the fusion occurs in a radio-ulnar axis. Fusions of bones of the fingers in a proximo-distal axis are referred to as ""Symphalangism""."	HPO	http://purl.obolibrary.org/obo/HP_0006101	HP_0006101
HP_0010490	Abnormality of the palmar creases	Abnormality of the palm lines	An abnormality of the creases of the skin of palm of hand.	HPO	http://purl.obolibrary.org/obo/HP_0001018	HP_0001018
HP_0010015	Absent epiphysis of the 1st metacarpal	Absent end part of the 1st long bone of hand	NA	HPO	http://purl.obolibrary.org/obo/HP_0009196,http://purl.obolibrary.org/obo/HP_0010014,http://purl.obolibrary.org/obo/HP_0010268	HP_0009196,HP_0010014,HP_0010268
HP_0010257	Absent epiphyses of the middle phalanges of the hand	Absent end part of the middle hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010228,http://purl.obolibrary.org/obo/HP_0010244	HP_0010228,HP_0010244
HP_0010499	Patellar subluxation	Partial knee cap dislocation,Subluxation of patella	The kneecap normally is located within the groove termed trochlea on the distal femur and can slide up and down in it. Patellar subluxation refers to an unstable kneecap that does not slide centrally within its groove, i.e., a partial dislocation of the patella.	HPO	http://purl.obolibrary.org/obo/HP_0003045	HP_0003045
HP_0010016	Bracket epiphysis of the 1st metacarpal	Bracket shaped end part of 1st long bone of hand	An epiphysis that curves around from its transverse orientation to a longitudinal one from proximal to distal along one side of the phalanx, thus resembling the letter 'C' and forming a bracket around the diaphysis. This results in a so called delta phalanx characterized by a triangular or trapezoidal shaped bone with a C-shaped epiphyseal plate.	HPO	http://purl.obolibrary.org/obo/HP_0010269,http://purl.obolibrary.org/obo/HP_0200050,http://purl.obolibrary.org/obo/HP_0010014	HP_0010269,HP_0200050,HP_0010014
HP_0010258	Bracket epiphyses of the middle phalanges of the hand	Bracket shaped end part of the middle hand bones	An abnormality of the middle phalanges of the hand in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.	HPO	http://purl.obolibrary.org/obo/HP_0010244,http://purl.obolibrary.org/obo/HP_0010229	HP_0010244,HP_0010229
HP_0010013	Abnormality of the 5th metacarpal	Abnormality of the 5th long bone of hand	Any abnormality of the fifth metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0001163	HP_0001163
HP_0010255	Stippling of the epiphyses of the distal phalanges of the hand	Speckled calcifications in the end part of the outermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010243,http://purl.obolibrary.org/obo/HP_0010237	HP_0010243,HP_0010237
HP_0010497	Sirenomelia	Sympodia	A developmental defect in which the legs are fused together.	HPO	http://purl.obolibrary.org/obo/HP_0002814	HP_0002814
HP_0010014	Abnormality of the epiphysis of the 1st metacarpal	Abnormality of the end part of the 1st long bone of hand	In contrast to the metacarpals 2-5, the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the digits 2-5 (whereas the proximal phalanx of the thumb is equivalent to the middle phalanges of the other digits). The epiphysis of the first metacarpal is localized at the proximal end (as seen in the proximal phalanges of the other digits), whereas the epiphyses of the other metacarpal bones are located at the distal end. This term applies if the epiphysis of the 1st metacarpal is in any way abnormal, referring to age and gender depending norms, as seen on x-rays.	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010009,http://purl.obolibrary.org/obo/HP_0005913	HP_0010245,HP_0010009,HP_0005913
HP_0010256	Triangular epiphyses of the distal phalanges of the hand	Triangular end part of the outermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010238,http://purl.obolibrary.org/obo/HP_0010243	HP_0010238,HP_0010243
HP_0010498	Bipartite patella	NA	A developmental defect that occurs if the two halves of the patella fail to fuse in early childhood.	HPO	http://purl.obolibrary.org/obo/HP_0003045	HP_0003045
HP_0010011	Abnormality of the 3rd metacarpal	Abnormality of the 3rd long bone of hand	Any abnormality of the third metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0001163	HP_0001163
HP_0010253	Pseudoepiphyses of the distal phalanges of the hand	NA	A secondary ossification center in the distal phalanges of the hand that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.	HPO	http://purl.obolibrary.org/obo/HP_0010235,http://purl.obolibrary.org/obo/HP_0010243	HP_0010235,HP_0010243
HP_0010495	Amniotic constriction rings of legs	NA	Amniotic constriction rings affecting the legs.	HPO	http://purl.obolibrary.org/obo/HP_0009775,http://purl.obolibrary.org/obo/HP_0002814	HP_0009775,HP_0002814
HP_0010012	Abnormality of the 4th metacarpal	Abnormality of the 4th long bone of hand	Any abnormality of the fourth metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0001163	HP_0001163
HP_0010254	Small epiphyses of the distal phalanges of the hand	Small end part of the outermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010243,http://purl.obolibrary.org/obo/HP_0010236	HP_0010243,HP_0010236
HP_0010496	Hypertrophy of the lower limb	NA	Abnormal increase in size of the lower limbs (due to an increase of the size of cells).	HPO	http://purl.obolibrary.org/obo/HP_0002814	HP_0002814
