"value_en"	"description_en"	"codesystem"	"code"	"description_code"
"urn:miriam:icd:P36.1"	"Sepsis of newborn due to other and unspecified streptococci"	"ICD-10"	"Sepsis of newborn due to other and unspecified streptococci"	"http://identifiers.org/icd/P36.1"
"urn:miriam:icd:P36.2"	"Sepsis of newborn due to Staphylococcus aureus"	"ICD-10"	"Sepsis of newborn due to Staphylococcus aureus"	"http://identifiers.org/icd/P36.2"
"urn:miriam:icd:P36.3"	"Sepsis of newborn due to other and unspecified staphylococci"	"ICD-10"	"Sepsis of newborn due to other and unspecified staphylococci"	"http://identifiers.org/icd/P36.3"
"urn:miriam:icd:P36.4"	"Sepsis of newborn due to Escherichia coli"	"ICD-10"	"Sepsis of newborn due to Escherichia coli"	"http://identifiers.org/icd/P36.4"
"urn:miriam:icd:P36.5"	"Sepsis of newborn due to anaerobes"	"ICD-10"	"Sepsis of newborn due to anaerobes"	"http://identifiers.org/icd/P36.5"
"urn:miriam:icd:P36.8"	"Other bacterial sepsis of newborn"	"ICD-10"	"Other bacterial sepsis of newborn"	"http://identifiers.org/icd/P36.8"
"urn:miriam:icd:P36.9"	"Bacterial sepsis of newborn	 unspecified"	"ICD-10"	"Bacterial sepsis of newborn	 unspecified"	"http://identifiers.org/icd/P36.9"
"urn:miriam:icd:P37"	"Other congenital infectious and parasitic diseases"	"ICD-10"	"Other congenital infectious and parasitic diseases"	"http://identifiers.org/icd/P37"
"urn:miriam:icd:P37.0"	"Congenital tuberculosis"	"ICD-10"	"Congenital tuberculosis"	"http://identifiers.org/icd/P37.0"
"urn:miriam:icd:P37.2"	"Other congenital infectious and parasitic diseases - Neonatal (disseminated) listeriosis"	"ICD-10"	"Other congenital infectious and parasitic diseases - Neonatal (disseminated) listeriosis"	"http://identifiers.org/icd/P37.2"
"urn:miriam:icd:P37.3"	"Congenital falciparum malaria"	"ICD-10"	"Congenital falciparum malaria"	"http://identifiers.org/icd/P37.3"
"urn:miriam:icd:P37.4"	"Other congenital malaria"	"ICD-10"	"Other congenital malaria"	"http://identifiers.org/icd/P37.4"
"urn:miriam:icd:P37.5"	"Neonatal candidiasis"	"ICD-10"	"Neonatal candidiasis"	"http://identifiers.org/icd/P37.5"
"urn:miriam:icd:P37.8"	"Other specified congenital infectious and parasitic diseases"	"ICD-10"	"Other specified congenital infectious and parasitic diseases"	"http://identifiers.org/icd/P37.8"
"urn:miriam:icd:P37.9"	"Congenital infectious and parasitic disease	 unspecified"	"ICD-10"	"Congenital infectious and parasitic disease	 unspecified"	"http://identifiers.org/icd/P37.9"
"urn:miriam:icd:P38"	"Omphalitis of newborn with or without mild haemorrhage"	"ICD-10"	"Omphalitis of newborn with or without mild haemorrhage"	"http://identifiers.org/icd/P38"
"urn:miriam:icd:P39"	"Other infections specific to the perinatal period"	"ICD-10"	"Other infections specific to the perinatal period"	"http://identifiers.org/icd/P39"
"urn:miriam:icd:P39.0"	"Other infections specific to the perinatal period - Neonatal infective mastitis"	"ICD-10"	"Other infections specific to the perinatal period - Neonatal infective mastitis"	"http://identifiers.org/icd/P39.0"
"urn:miriam:icd:P39.1"	"Other infections specific to the perinatal period - Neonatal conjunctivitis and dacryocystitis"	"ICD-10"	"Other infections specific to the perinatal period - Neonatal conjunctivitis and dacryocystitis"	"http://identifiers.org/icd/P39.1"
"urn:miriam:icd:P39.2"	"Other infections specific to the perinatal period - Intra-amniotic infection of fetus	 not elsewhere classified"	"ICD-10"	"Other infections specific to the perinatal period - Intra-amniotic infection of fetus	 not elsewhere classified"	"http://identifiers.org/icd/P39.2"
"urn:miriam:icd:P39.3"	"Other infections specific to the perinatal period - Neonatal urinary tract infection"	"ICD-10"	"Other infections specific to the perinatal period - Neonatal urinary tract infection"	"http://identifiers.org/icd/P39.3"
"urn:miriam:icd:P39.4"	"Other infections specific to the perinatal period - Neonatal skin infection"	"ICD-10"	"Other infections specific to the perinatal period - Neonatal skin infection"	"http://identifiers.org/icd/P39.4"
"urn:miriam:icd:P39.8"	"Other specified infections specific to the perinatal period"	"ICD-10"	"Other specified infections specific to the perinatal period"	"http://identifiers.org/icd/P39.8"
"urn:miriam:icd:P39.9"	"Infection specific to the perinatal period	 unspecified"	"ICD-10"	"Infection specific to the perinatal period	 unspecified"	"http://identifiers.org/icd/P39.9"
"urn:miriam:icd:P50"	"Fetal blood loss"	"ICD-10"	"Fetal blood loss"	"http://identifiers.org/icd/P50"
"urn:miriam:icd:P50.0"	"Fetal blood loss from vasa praevia"	"ICD-10"	"Fetal blood loss from vasa praevia"	"http://identifiers.org/icd/P50.0"
"urn:miriam:icd:P50.1"	"Fetal blood loss from ruptured cord"	"ICD-10"	"Fetal blood loss from ruptured cord"	"http://identifiers.org/icd/P50.1"
"urn:miriam:icd:P50.2"	"Fetal blood loss from placenta"	"ICD-10"	"Fetal blood loss from placenta"	"http://identifiers.org/icd/P50.2"
"urn:miriam:icd:P50.3"	"Fetal blood loss - Haemorrhage into co-twin"	"ICD-10"	"Fetal blood loss - Haemorrhage into co-twin"	"http://identifiers.org/icd/P50.3"
"urn:miriam:icd:P50.4"	"Fetal blood loss - Haemorrhage into maternal circulation"	"ICD-10"	"Fetal blood loss - Haemorrhage into maternal circulation"	"http://identifiers.org/icd/P50.4"
"urn:miriam:icd:P50.5"	"Fetal blood loss from cut end of co-twin's cord"	"ICD-10"	"Fetal blood loss from cut end of co-twin's cord"	"http://identifiers.org/icd/P50.5"
"urn:miriam:icd:P50.8"	"Other fetal blood loss"	"ICD-10"	"Other fetal blood loss"	"http://identifiers.org/icd/P50.8"
"urn:miriam:icd:P50.9"	"Fetal blood loss	 unspecified"	"ICD-10"	"Fetal blood loss	 unspecified"	"http://identifiers.org/icd/P50.9"
"urn:miriam:icd:P50-P61"	"Haemorrhagic and haematological disorders of fetus and newborn"	"ICD-10"	"Haemorrhagic and haematological disorders of fetus and newborn"	"NA"
"urn:miriam:icd:P51"	"Umbilical haemorrhage of newborn"	"ICD-10"	"Umbilical haemorrhage of newborn"	"http://identifiers.org/icd/P51"
"urn:miriam:icd:P51.0"	"Massive umbilical haemorrhage of newborn"	"ICD-10"	"Massive umbilical haemorrhage of newborn"	"http://identifiers.org/icd/P51.0"
"urn:miriam:icd:P51.8"	"Other umbilical haemorrhages of newborn"	"ICD-10"	"Other umbilical haemorrhages of newborn"	"http://identifiers.org/icd/P51.8"
"urn:miriam:icd:P51.9"	"Umbilical haemorrhage of newborn	 unspecified"	"ICD-10"	"Umbilical haemorrhage of newborn	 unspecified"	"http://identifiers.org/icd/P51.9"
"urn:miriam:icd:P52"	"Intracranial nontraumatic haemorrhage of fetus and newborn"	"ICD-10"	"Intracranial nontraumatic haemorrhage of fetus and newborn"	"http://identifiers.org/icd/P52"
"urn:miriam:icd:P52.0"	"Intraventricular (nontraumatic) haemorrhage	 grade 1	 of fetus and newborn"	"ICD-10"	"Intraventricular (nontraumatic) haemorrhage	 grade 1	 of fetus and newborn"	"http://identifiers.org/icd/P52.0"
"urn:miriam:icd:P52.1"	"Intraventricular (nontraumatic) haemorrhage	 grade 2	 of fetus and newborn"	"ICD-10"	"Intraventricular (nontraumatic) haemorrhage	 grade 2	 of fetus and newborn"	"http://identifiers.org/icd/P52.1"
"urn:miriam:icd:P52.2"	"Intraventricular (nontraumatic) haemorrhage	 grade 3	 and grade 4 of fetus and newborn"	"ICD-10"	"Intraventricular (nontraumatic) haemorrhage	 grade 3	 and grade 4 of fetus and newborn"	"http://identifiers.org/icd/P52.2"
"urn:miriam:icd:P52.3"	"Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn"	"ICD-10"	"Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn"	"http://identifiers.org/icd/P52.3"
"urn:miriam:icd:P52.4"	"Intracerebral (nontraumatic) haemorrhage of fetus and newborn"	"ICD-10"	"Intracerebral (nontraumatic) haemorrhage of fetus and newborn"	"http://identifiers.org/icd/P52.4"
"urn:miriam:icd:P52.5"	"Subarachnoid (nontraumatic) haemorrhage of fetus and newborn"	"ICD-10"	"Subarachnoid (nontraumatic) haemorrhage of fetus and newborn"	"http://identifiers.org/icd/P52.5"
"urn:miriam:icd:P52.6"	"Cerebellar (nontraumatic) and posterior fossa haemorrhage of fetus and newborn"	"ICD-10"	"Cerebellar (nontraumatic) and posterior fossa haemorrhage of fetus and newborn"	"http://identifiers.org/icd/P52.6"
"urn:miriam:icd:P52.8"	"Other intracranial (nontraumatic) haemorrhages of fetus and newborn"	"ICD-10"	"Other intracranial (nontraumatic) haemorrhages of fetus and newborn"	"http://identifiers.org/icd/P52.8"
"urn:miriam:icd:P52.9"	"Intracranial (nontraumatic) haemorrhage of fetus and newborn	 unspecified"	"ICD-10"	"Intracranial (nontraumatic) haemorrhage of fetus and newborn	 unspecified"	"http://identifiers.org/icd/P52.9"
"urn:miriam:icd:P53"	"Haemorrhagic disease of fetus and newborn"	"ICD-10"	"Haemorrhagic disease of fetus and newborn"	"http://identifiers.org/icd/P53"
"urn:miriam:icd:P54"	"Other neonatal haemorrhages"	"ICD-10"	"Other neonatal haemorrhages"	"http://identifiers.org/icd/P54"
"urn:miriam:icd:P54.0"	"Neonatal haematemesis"	"ICD-10"	"Neonatal haematemesis"	"http://identifiers.org/icd/P54.0"
"urn:miriam:icd:P54.1"	"Neonatal melaena"	"ICD-10"	"Neonatal melaena"	"http://identifiers.org/icd/P54.1"
"urn:miriam:icd:P54.2"	"Neonatal rectal haemorrhage"	"ICD-10"	"Neonatal rectal haemorrhage"	"http://identifiers.org/icd/P54.2"
"urn:miriam:icd:P54.3"	"Other neonatal gastrointestinal haemorrhage"	"ICD-10"	"Other neonatal gastrointestinal haemorrhage"	"http://identifiers.org/icd/P54.3"
"urn:miriam:icd:P54.4"	"Neonatal adrenal haemorrhage"	"ICD-10"	"Neonatal adrenal haemorrhage"	"http://identifiers.org/icd/P54.4"
"urn:miriam:icd:P54.5"	"Neonatal cutaneous haemorrhage"	"ICD-10"	"Neonatal cutaneous haemorrhage"	"http://identifiers.org/icd/P54.5"
"urn:miriam:icd:P54.6"	"Neonatal vaginal haemorrhage"	"ICD-10"	"Neonatal vaginal haemorrhage"	"http://identifiers.org/icd/P54.6"
"urn:miriam:icd:P54.8"	"Other specified neonatal haemorrhages"	"ICD-10"	"Other specified neonatal haemorrhages"	"http://identifiers.org/icd/P54.8"
"urn:miriam:icd:P54.9"	"Neonatal haemorrhage	 unspecified"	"ICD-10"	"Neonatal haemorrhage	 unspecified"	"http://identifiers.org/icd/P54.9"
"urn:miriam:icd:P55"	"Haemolytic disease of fetus and newborn"	"ICD-10"	"Haemolytic disease of fetus and newborn"	"http://identifiers.org/icd/P55"
"urn:miriam:icd:P55.0"	"Rh isoimmunization of fetus and newborn"	"ICD-10"	"Rh isoimmunization of fetus and newborn"	"http://identifiers.org/icd/P55.0"
"urn:miriam:icd:P55.1"	"ABO isoimmunization of fetus and newborn"	"ICD-10"	"ABO isoimmunization of fetus and newborn"	"http://identifiers.org/icd/P55.1"
"urn:miriam:icd:P55.8"	"Other haemolytic diseases of fetus and newborn"	"ICD-10"	"Other haemolytic diseases of fetus and newborn"	"http://identifiers.org/icd/P55.8"
"urn:miriam:icd:P55.9"	"Haemolytic disease of fetus and newborn	 unspecified"	"ICD-10"	"Haemolytic disease of fetus and newborn	 unspecified"	"http://identifiers.org/icd/P55.9"
"urn:miriam:icd:P56"	"Hydrops fetalis due to haemolytic disease"	"ICD-10"	"Hydrops fetalis due to haemolytic disease"	"http://identifiers.org/icd/P56"
"urn:miriam:icd:P56.0"	"Hydrops fetalis due to isoimmunization"	"ICD-10"	"Hydrops fetalis due to isoimmunization"	"http://identifiers.org/icd/P56.0"
"urn:miriam:icd:P56.9"	"Hydrops fetalis due to other and unspecified haemolytic disease"	"ICD-10"	"Hydrops fetalis due to other and unspecified haemolytic disease"	"http://identifiers.org/icd/P56.9"
"urn:miriam:icd:P57"	"Kernicterus"	"ICD-10"	"Kernicterus"	"http://identifiers.org/icd/P57"
"urn:miriam:icd:P57.0"	"Kernicterus due to isoimmunization"	"ICD-10"	"Kernicterus due to isoimmunization"	"http://identifiers.org/icd/P57.0"
"urn:miriam:icd:P57.8"	"Other specified kernicterus"	"ICD-10"	"Other specified kernicterus"	"http://identifiers.org/icd/P57.8"
"urn:miriam:icd:P57.9"	"Kernicterus	 unspecified"	"ICD-10"	"Kernicterus	 unspecified"	"http://identifiers.org/icd/P57.9"
"urn:miriam:icd:P58"	"Neonatal jaundice due to other excessive haemolysis"	"ICD-10"	"Neonatal jaundice due to other excessive haemolysis"	"http://identifiers.org/icd/P58"
"urn:miriam:icd:P58.0"	"Neonatal jaundice due to bruising"	"ICD-10"	"Neonatal jaundice due to bruising"	"http://identifiers.org/icd/P58.0"
"urn:miriam:icd:P58.1"	"Neonatal jaundice due to bleeding"	"ICD-10"	"Neonatal jaundice due to bleeding"	"http://identifiers.org/icd/P58.1"
"urn:miriam:icd:P58.2"	"Neonatal jaundice due to infection"	"ICD-10"	"Neonatal jaundice due to infection"	"http://identifiers.org/icd/P58.2"
"urn:miriam:icd:P58.3"	"Neonatal jaundice due to polycythaemia"	"ICD-10"	"Neonatal jaundice due to polycythaemia"	"http://identifiers.org/icd/P58.3"
"urn:miriam:icd:P58.4"	"Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn"	"ICD-10"	"Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn"	"http://identifiers.org/icd/P58.4"
"urn:miriam:icd:P58.5"	"Neonatal jaundice due to swallowed maternal blood"	"ICD-10"	"Neonatal jaundice due to swallowed maternal blood"	"http://identifiers.org/icd/P58.5"
"urn:miriam:icd:P58.8"	"Neonatal jaundice due to other specified excessive haemolysis"	"ICD-10"	"Neonatal jaundice due to other specified excessive haemolysis"	"http://identifiers.org/icd/P58.8"
"urn:miriam:icd:P58.9"	"Neonatal jaundice due to excessive haemolysis	 unspecified"	"ICD-10"	"Neonatal jaundice due to excessive haemolysis	 unspecified"	"http://identifiers.org/icd/P58.9"
"urn:miriam:icd:P59"	"Neonatal jaundice from other and unspecified causes"	"ICD-10"	"Neonatal jaundice from other and unspecified causes"	"http://identifiers.org/icd/P59"
"urn:miriam:icd:P59.0"	"Neonatal jaundice associated with preterm delivery"	"ICD-10"	"Neonatal jaundice associated with preterm delivery"	"http://identifiers.org/icd/P59.0"
"urn:miriam:icd:P59.1"	"Neonatal jaundice from other and unspecified causes - Inspissated bile syndrome"	"ICD-10"	"Neonatal jaundice from other and unspecified causes - Inspissated bile syndrome"	"http://identifiers.org/icd/P59.1"
"urn:miriam:icd:P59.2"	"Neonatal jaundice from other and unspecified hepatocellular damage"	"ICD-10"	"Neonatal jaundice from other and unspecified hepatocellular damage"	"http://identifiers.org/icd/P59.2"
"urn:miriam:icd:P59.3"	"Neonatal jaundice from breast milk inhibitor"	"ICD-10"	"Neonatal jaundice from breast milk inhibitor"	"http://identifiers.org/icd/P59.3"
"urn:miriam:icd:P59.8"	"Neonatal jaundice from other specified causes"	"ICD-10"	"Neonatal jaundice from other specified causes"	"http://identifiers.org/icd/P59.8"
"urn:miriam:icd:P59.9"	"Neonatal jaundice	 unspecified"	"ICD-10"	"Neonatal jaundice	 unspecified"	"http://identifiers.org/icd/P59.9"
"urn:miriam:icd:P60"	"Disseminated intravascular coagulation of fetus and newborn"	"ICD-10"	"Disseminated intravascular coagulation of fetus and newborn"	"http://identifiers.org/icd/P60"
"urn:miriam:icd:P61"	"Other perinatal haematological disorders"	"ICD-10"	"Other perinatal haematological disorders"	"http://identifiers.org/icd/P61"
"urn:miriam:icd:P61.0"	"Other perinatal haematological disorders - Transient neonatal thrombocytopenia"	"ICD-10"	"Other perinatal haematological disorders - Transient neonatal thrombocytopenia"	"http://identifiers.org/icd/P61.0"
"urn:miriam:icd:P61.1"	"Other perinatal haematological disorders - Polycythaemia neonatorum"	"ICD-10"	"Other perinatal haematological disorders - Polycythaemia neonatorum"	"http://identifiers.org/icd/P61.1"
"urn:miriam:icd:P61.2"	"Other perinatal haematological disorders - Anaemia of prematurity"	"ICD-10"	"Other perinatal haematological disorders - Anaemia of prematurity"	"http://identifiers.org/icd/P61.2"
"urn:miriam:icd:P61.3"	"Other perinatal haematological disorders - Congenital anaemia from fetal blood loss"	"ICD-10"	"Other perinatal haematological disorders - Congenital anaemia from fetal blood loss"	"http://identifiers.org/icd/P61.3"
"urn:miriam:icd:P61.4"	"Other congenital anaemias	 not elsewhere classified"	"ICD-10"	"Other congenital anaemias	 not elsewhere classified"	"http://identifiers.org/icd/P61.4"
"urn:miriam:icd:P61.5"	"Other perinatal haematological disorders - Transient neonatal neutropenia"	"ICD-10"	"Other perinatal haematological disorders - Transient neonatal neutropenia"	"http://identifiers.org/icd/P61.5"
"urn:miriam:icd:P61.6"	"Other transient neonatal disorders of coagulation"	"ICD-10"	"Other transient neonatal disorders of coagulation"	"http://identifiers.org/icd/P61.6"
"urn:miriam:icd:P61.8"	"Other specified perinatal haematological disorders"	"ICD-10"	"Other specified perinatal haematological disorders"	"http://identifiers.org/icd/P61.8"
"urn:miriam:icd:P61.9"	"Perinatal haematological disorder	 unspecified"	"ICD-10"	"Perinatal haematological disorder	 unspecified"	"http://identifiers.org/icd/P61.9"
"urn:miriam:icd:P70"	"Transitory disorders of carbohydrate metabolism specific to fetus and newborn"	"ICD-10"	"Transitory disorders of carbohydrate metabolism specific to fetus and newborn"	"http://identifiers.org/icd/P70"
